13:27:يىڭى يىل:21:212:قالتىس:1:74078
19140:1:قەلەملەر كەپتۇ:23:545:ئېسىل:1:85310
19141:1:چىرايلىقكەن دەپ:17:413:چىرايلىق:1:85310
19141:1:چىرايلىقكەن دەپ:23:545:ئېسىل:1:85310
19142:1:توپ ئېلىپتىمەن:17:413:چىرايلىق:1:85310
19142:1:توپ ئېلىپتىمەن:23:545:ئېسىل:1:85310
19143:2:قېپىنى ئېچىپ:17:413:چىرايلىق:1:85310
19143:2:قېپىنى ئېچىپ:23:545:ئېسىل:1:85310
19145:2:ياخشى چىقمايدىكەن:17:413:چىرايلىق:1:85310
19145:2:ياخشى چىقمايدىكەن:23:545:ئېسىل:1:85310
19146:5:سىرتىغا قاراپ:17:413:چىرايلىق:1:85310
19146:5:سىرتىغا قاراپ:23:545:ئېسىل:1:85310
19166:21:سۈكۈت قىلىش:3:907:گۈزەل:5:99454,101744,109483,111042,111567
19166:21:سۈكۈت قىلىش:14:276:مۇكەممەل:1:101995
19166:21:سۈكۈت قىلىش:21:212:قالتىس:1:43176
19166:21:سۈكۈت قىلىش:24:526:كۈچلۈك:1:111567
19178:2:بېكەتلەرنى كۆرسەم:23:545:ئېسىل:1:48177
19208:29:خاتالىق ئۇچۇرى:14:276:مۇكەممەل:1:39918
19209:3:ئۇچۇرى چىقىۋىلىپ:14:276:مۇكەممەل:1:39918
19215:14:ۋاز كەچتىم:10:150:ئاكتىپ:1:56123
19231:2:ئاددىي ساۋاتنىمۇ:3:907:گۈزەل:2:85955,85973
19232:2:ساۋاتنىمۇ چۈشىنىپ:3:907:گۈزەل:2:85955,85973
19245:3:مايدىن باشلاپ:11:497:داڭلىق:1:88656
19278:15:پىلانلىق تۇغۇت:16:268:ساغلام:1:2486
19294:48:ئوقۇش پۈتتۈرۈش:3:907:گۈزەل:1:95310
19298:1:كۈنىنى بىلمەيدۇ:26:37:مۇقۇم:1:86713
19299:1:ئاستىدىكى مۇقۇملۇق:26:37:مۇقۇم:1:86713
19300:1:مۇقۇملۇق لازىم:26:37:مۇقۇم:1:86713
19305:2:تىرورچى دېگەن:12:717:ھەقىقى:1:64486
19340:27:يىللىق ب:11:497:داڭلىق:2:108186,108187
19340:27:يىللىق ب:24:526:كۈچلۈك:1:65733
19371:1:فىلىملارغا ئامىراق:33:142:ئىلغار:1:88183
19372:1:ئامىراق كىچىك:33:142:ئىلغار:1:88183
19373:1:كىچىك باللىرىمىزنىڭ:33:142:ئىلغار:1:88183
19374:1:تىلىنى چۈشەنمىسىمۇ:33:142:ئىلغار:1:88183
19375:1:فىلىملىرىگە قاراپ:33:142:ئىلغار:1:88183
19377:3:ئىش قىلىمەن:30:573:ئاسان:1:76454
19378:25:ئىش قىلماي:11:497:داڭلىق:1:111436
19378:25:ئىش قىلماي:12:717:ھەقىقى:1:86708
19400:8:لالما ئىتلار:12:717:ھەقىقى:1:76114
19400:8:لالما ئىتلار:23:545:ئېسىل:1:88468
19401:1:ئىتلار كەلدى:23:545:ئېسىل:1:88468
19402:1:ئەخلەت يۈندىلار:23:545:ئېسىل:1:88468
19403:1:يۈندىلار ئارىسىدا:23:545:ئېسىل:1:88468
19404:1:ئارىسىدا پۇرىدى:23:545:ئېسىل:1:88468
19405:1:لاغايلاپ يۈردى:23:545:ئېسىل:1:88468
19406:1:بىغەم بوپ:23:545:ئېسىل:1:88468
19407:1:خىيالىغىمۇ كەلمىدى:23:545:ئېسىل:1:88468
19408:5:كۈنگە كەلگەندە:23:545:ئېسىل:1:88468
19408:5:كۈنگە كەلگەندە:30:573:ئاسان:1:61962
19409:1:پاچاققا ئېسىلدى:23:545:ئېسىل:1:88468
19424:1:تەس قېرىنداش:33:142:ئىلغار:1:88787
19426:1:پاجىئەلەر ئىتتىپاقسىزلىق:33:142:ئىلغار:1:88787
19427:1:ئىتتىپاقسىزلىق جىنايەت:33:142:ئىلغار:1:88787
19429:1:گۇناھ ئىشلارنىڭ:33:142:ئىلغار:1:88787
19430:1:ئىتىقادسىزلىقتىن بولۇۋاتىدۇ:33:142:ئىلغار:1:88787
19431:6:ھېس قىلىشىمچە:12:717:ھەقىقى:1:88826
19432:7:نۇرغۇن ياشلار:12:717:ھەقىقى:1:88826
19433:1:ئىنتايىن نارازى:12:717:ھەقىقى:1:88826
19434:4:نارازى بولۇپ:12:717:ھەقىقى:1:88826
19436:1:كەڭ قورساقىلىقىغا:12:717:ھەقىقى:1:88826
19437:1:پەقەتلا چۈشمىگەن:12:717:ھەقىقى:1:88826
19438:1:ھەقىقىي ۋەقەلىككە:12:717:ھەقىقى:1:88826
19440:3:تەشەببۇس قىلدى:12:717:ھەقىقى:1:88826
19454:1:ھىسيات ئارلىشىپ:30:573:ئاسان:1:88927
19455:1:ئىشلاردىن ئاسانلا:30:573:ئاسان:1:88927
19456:2:ئاسانلا چاتاق:30:573:ئاسان:2:57957,88927
19457:2:چاتاق چىقىدىكەن:30:573:ئاسان:1:88927
19462:3:پىپەن قىلىش:24:526:كۈچلۈك:1:88626
19488:4:ئىملا ئۆزگەرتىش:12:717:ھەقىقى:1:89172
19494:8:خەۋەرنى ئاڭلاپ:18:164:خوشال:1:4508
19494:8:خەۋەرنى ئاڭلاپ:25:75:خوشاللىق:1:4508
19498:84:ئاز سانلىق:18:164:خوشال:1:10775
19498:84:ئاز سانلىق:27:73:سادىق:1:62153
19499:89:سانلىق مىللەت:12:717:ھەقىقى:2:84539,98024
19499:89:سانلىق مىللەت:18:164:خوشال:1:10775
19499:89:سانلىق مىللەت:22:68:ئىناق:2:52671,52856
19499:89:سانلىق مىللەت:27:73:سادىق:1:62153
19508:8:مۇھىم ئىكەنلىكىنى:10:150:ئاكتىپ:1:46289
19508:8:مۇھىم ئىكەنلىكىنى:20:142:راھەت:1:64543
19516:4:پىكىر ئەركىنلىكىنىڭ:10:150:ئاكتىپ:2:89594,89595
19517:3:ئەركىنلىكىنىڭ كەمچىل:10:150:ئاكتىپ:2:89594,89595
19518:3:كەمچىل بولىشى:10:150:ئاكتىپ:2:89594,89595
19519:4:ئوخشىمىغان پىكىرلەرنىڭ:10:150:ئاكتىپ:2:89594,89595
19520:3:پىكىرلەرنىڭ سىغىشماسلىقى:10:150:ئاكتىپ:2:89594,89595
19521:3:توربەتلەرنىڭ ئورتاق:10:150:ئاكتىپ:2:89594,89595
19522:3:ئورتاق كىسىلى:10:150:ئاكتىپ:2:89594,89595
19528:2:كەسىپنى پۇختا:3:907:گۈزەل:1:14824
19552:32:كۆپ بولىدۇ:24:526:كۈچلۈك:1:66585
19601:7:كۈنلۈك ئىش:24:526:كۈچلۈك:1:5937
19601:7:كۈنلۈك ئىش:30:573:ئاسان:2:37401,110738
19619:2:دەشتى چۆللەر:23:545:ئېسىل:1:42504
19664:4:ھاكىمىيەتنى ئاغدۇرۇپ:6:304:بىخەتەر:1:96346
19669:1:ئورنى مۇقىملاشتى:24:526:كۈچلۈك:1:91532
19670:1:دىتىغا ياقمىدى:24:526:كۈچلۈك:1:91532
19680:75:قازا قىلغان:16:268:ساغلام:1:88768
19680:75:قازا قىلغان:37:108:يېشىل:1:65117
19690:1:ئەخلاق سەۋىر:3:907:گۈزەل:1:111567
19690:1:ئەخلاق سەۋىر:24:526:كۈچلۈك:1:111567
19691:9:سەۋىر قىلىش:3:907:گۈزەل:2:53645,111567
19691:9:سەۋىر قىلىش:24:526:كۈچلۈك:1:111567
19692:1:ئاجىزلىقنىڭ ئەدەپسىزلىك:3:907:گۈزەل:1:111567
19692:1:ئاجىزلىقنىڭ ئەدەپسىزلىك:24:526:كۈچلۈك:1:111567
19693:1:ئەدەپسىزلىك باشقىلارغا:3:907:گۈزەل:1:111567
19693:1:ئەدەپسىزلىك باشقىلارغا:24:526:كۈچلۈك:1:111567
19694:5:باشقىلارغا ئازار:3:907:گۈزەل:2:34048,111567
19694:5:باشقىلارغا ئازار:24:526:كۈچلۈك:3:35985,49470,111567
19695:6:ئازار بېرىش:3:907:گۈزەل:1:111567
19695:6:ئازار بېرىش:24:526:كۈچلۈك:1:111567
19695:6:ئازار بېرىش:27:73:سادىق:1:60301
19696:1:كۈچلۈكلۈكنىڭ سېمۋۇلىمۇ:3:907:گۈزەل:1:111567
19696:1:كۈچلۈكلۈكنىڭ سېمۋۇلىمۇ:24:526:كۈچلۈك:1:111567
19697:1:ئەخلاقلىقلارنىڭ نەزىرىدە:3:907:گۈزەل:1:111567
19697:1:ئەخلاقلىقلارنىڭ نەزىرىدە:24:526:كۈچلۈك:1:111567
19698:1:نەزىرىدە گۈزەل:3:907:گۈزەل:1:111567
19698:1:نەزىرىدە گۈزەل:24:526:كۈچلۈك:1:111567
19699:1:ئەخلاق ئەدەپسىزلەرنىڭ:3:907:گۈزەل:1:111567
19699:1:ئەخلاق ئەدەپسىزلەرنىڭ:24:526:كۈچلۈك:1:111567
19700:1:ئەدەپسىزلەرنىڭ نەزىرىدە:3:907:گۈزەل:1:111567
19700:1:ئەدەپسىزلەرنىڭ نەزىرىدە:24:526:كۈچلۈك:1:111567
19701:1:نەزىرىدە ئەدەپسىزلىك:3:907:گۈزەل:1:111567
19701:1:نەزىرىدە ئەدەپسىزلىك:24:526:كۈچلۈك:1:111567
19702:1:ئەدەپسىزلىك كۈچلۈكلۈككە:3:907:گۈزەل:1:111567
19702:1:ئەدەپسىزلىك كۈچلۈكلۈككە:24:526:كۈچلۈك:1:111567
19703:1:كۈچلۈكلۈككە تەڭ:3:907:گۈزەل:1:111567
19703:1:كۈچلۈكلۈككە تەڭ:24:526:كۈچلۈك:1:111567
19705:1:كارخانىچىلارلا ئۆگىنىشكە:10:150:ئاكتىپ:1:111548
19706:1:كارخانىچىغا خاس:10:150:ئاكتىپ:1:111548
19707:1:خاس قىلىۋالىمىز:10:150:ئاكتىپ:1:111548
19708:1:تۇرمۇشىمىزنى ئۆزگەرتىشتە:10:150:ئاكتىپ:1:111548
19709:1:ئاكتىپلىقىمىز لازىم:10:150:ئاكتىپ:1:111548
19746:12:ئۇيغۇرچە يۇمشاق:12:717:ھەقىقى:1:45027
19763:11:نۇرغۇن تور:17:413:چىرايلىق:1:103729
19763:11:نۇرغۇن تور:23:545:ئېسىل:1:34859
19778:11:ئەمەلىيەتتە بولسا:17:413:چىرايلىق:1:62613
19778:11:ئەمەلىيەتتە بولسا:21:212:قالتىس:1:108268
19778:11:ئەمەلىيەتتە بولسا:24:526:كۈچلۈك:1:26093
19804:6:شەخسى كۆز:10:150:ئاكتىپ:1:71203
19804:6:شەخسى كۆز:11:497:داڭلىق:1:82298
19812:1:سۆز ئۆزگەرتسە:14:276:مۇكەممەل:1:91768
19813:1:پۇتتىرەپ تۇرالمايدۇ:14:276:مۇكەممەل:1:91768
19816:1:تەكلىماكانغا تېرىك:14:276:مۇكەممەل:1:91768
19817:1:تېرىك كۆمۈۋەتكەن:14:276:مۇكەممەل:1:91768
19823:3:شۈكرى قىلماق:3:907:گۈزەل:2:83678,84023
19824:2:تېخىمۇ گۈزەلدۇر:3:907:گۈزەل:2:83678,84023
19826:13:دەرىجىلىك مۇكاپات:2:73:مۇنەۋۋەر:1:24114
19826:13:دەرىجىلىك مۇكاپات:3:907:گۈزەل:1:1474
19828:1:ئەمدى ئۇيقۇسىز:21:212:قالتىس:1:91822
19829:1:ئۇيقۇسىز تۈنلەر:21:212:قالتىس:1:91822
19830:1:تۈنلەر باشلىنىدىغان:21:212:قالتىس:1:91822
19844:4:بلوگ ئېچىپ:23:545:ئېسىل:2:91862,91865
19845:2:قەرزدار بولمىغاندۇ:23:545:ئېسىل:2:91862,91865
19847:2:بلوگقا چىقسىڭىز:23:545:ئېسىل:2:91862,91865
19848:2:شەخسىي بلوگدىن:23:545:ئېسىل:2:91862,91865
19849:2:ئەركىن پىكىرلىرىڭىزنى:23:545:ئېسىل:2:91862,91865
19850:2:پىكىرلىرىڭىزنى قاقشاشلىرىڭىزنى:23:545:ئېسىل:2:91862,91865
19851:2:قاقشاشلىرىڭىزنى يوللىسىڭىز:23:545:ئېسىل:2:91862,91865
19853:1:تولا ئۆزگىرىدىغان:23:545:ئېسىل:1:91865
19854:1:ئادەملەردىن ھەزەر:23:545:ئېسىل:1:91865
19855:31:ھەزەر ئەيلە:3:907:گۈزەل:1:49355
19855:31:ھەزەر ئەيلە:6:304:بىخەتەر:1:65915
19855:31:ھەزەر ئەيلە:23:545:ئېسىل:1:91865
19855:31:ھەزەر ئەيلە:30:573:ئاسان:1:66478
19857:1:ھايۋانات دېسە:23:545:ئېسىل:1:91865
19858:1:قانىتى بار:23:545:ئېسىل:1:91865
19859:1:قۇش دېسە:23:545:ئېسىل:1:91865
19860:1:ھايۋاناتقىمۇ ئوخشايدىغان:23:545:ئېسىل:1:91865
19879:2:ماشىنا توختىدىغان:21:212:قالتىس:1:70571
19884:2:تالانتلىق كىشلەر:33:142:ئىلغار:1:92001
19885:1:ھەسسە قوشىدۇ:24:526:كۈچلۈك:1:5937
19888:7:نەتىجە قازىنىپ:3:907:گۈزەل:1:89311
19907:4:قولىدىن كەلمەيدۇ:12:717:ھەقىقى:1:79445
19907:4:قولىدىن كەلمەيدۇ:30:573:ئاسان:1:79445
19922:3:ئادەمنىڭ قارشىلىقى:11:497:داڭلىق:1:92047
19923:3:قارارنى ئۆزگەرتىشى:11:497:داڭلىق:1:92047
19924:3:بەكلا ئەقىللىق:11:497:داڭلىق:1:92047
19925:5:ئەقىللىق بولۇپ:11:497:داڭلىق:1:92047
19949:13:ئىشتىن چۈشۈپ:32:142:ئەرزان:1:109497
19958:1:ياخشىراق بولمىسا:21:212:قالتىس:1:92228
19958:1:ياخشىراق بولمىسا:23:545:ئېسىل:1:92228
19959:1:گۈدۈكنىمۇ پاخاللاشتۇرۋىتىدۇ:21:212:قالتىس:1:92228
19959:1:گۈدۈكنىمۇ پاخاللاشتۇرۋىتىدۇ:23:545:ئېسىل:1:92228
19971:4:ھوزۇرىنى سۈرەلمەي:23:545:ئېسىل:1:95294
19973:2:تويىغا قاتىنىشىپ:17:413:چىرايلىق:2:92405,110282
19974:2:تويدا چىرايلىق:17:413:چىرايلىق:2:92405,110282
19977:2:دوستلىرى ئوخشايدۇ:17:413:چىرايلىق:2:92405,110282
19978:2:ئەسلى توينى:17:413:چىرايلىق:2:92405,110282
19979:2:توينى قىززىتىش:17:413:چىرايلىق:2:92405,110282
19980:2:تەكلىپ قىلىنىغان:17:413:چىرايلىق:2:92405,110282
19982:1:كارامەت تويلار:17:413:چىرايلىق:1:92405
19983:1:تويلار باركەن:17:413:چىرايلىق:1:92405
19995:1:مەنبەسىنى ئۇققان:32:142:ئەرزان:1:92489
19997:1:يېقىن كەلتۈرۈشكىمۇ:32:142:ئەرزان:1:92489
19998:4:ھېس قىلسىز:32:142:ئەرزان:1:92489
19999:1:كارخانىلىرىغا قوشقان:32:142:ئەرزان:1:92489
20000:1:بىرلەپ يوقىلىشقا:32:142:ئەرزان:1:92489
20018:12:خاس بولغان:12:717:ھەقىقى:1:15010
20018:12:خاس بولغان:35:25:مەدھىيە:1:92653
20019:1:سۆزلۈك تەييارلىيالمايمىز:35:25:مەدھىيە:1:92653
20021:2:بۇرۇن مەغلۇب:14:276:مۇكەممەل:2:92654,92667
20022:2:مەغلۇب قىلىدۇ:14:276:مۇكەممەل:2:92654,92667
20026:1:ئانامنى ھۆرمەت:5:26:ياخشى كۆرۈش:1:92715
20027:1:ھۆرمەت قىلمىغان:5:26:ياخشى كۆرۈش:1:92715
20028:1:تىل تەككۈزگەن:5:26:ياخشى كۆرۈش:1:92715
20030:1:چوڭلار تويدىن:5:26:ياخشى كۆرۈش:1:92715
20031:1:كۆزۈڭنى يوغان:5:26:ياخشى كۆرۈش:1:92715
20032:1:يوغان ئېچىۋال:5:26:ياخشى كۆرۈش:1:92715
20036:38:كۆپ كىشى:10:150:ئاكتىپ:7:74074,74085,74086,74103,74116,105956,105973
20036:38:كۆپ كىشى:30:573:ئاسان:1:20196
20042:6:بەك دۆت:27:73:سادىق:1:78371
20042:6:بەك دۆت:30:573:ئاسان:1:63348
20045:4:پو گەپ:23:545:ئېسىل:1:58179
20092:3:خوشال قىلىش:18:164:خوشال:3:45101,62534,62586
20094:4:خۇدايىم ساقلا:23:545:ئېسىل:2:87297,87332
20114:6:تاماكا چېكىپ:12:717:ھەقىقى:1:59470
20114:6:تاماكا چېكىپ:16:268:ساغلام:1:90310
20114:6:تاماكا چېكىپ:24:526:كۈچلۈك:1:77885
20133:84:لا دەپ:14:276:مۇكەممەل:1:96571
20133:84:لا دەپ:16:268:ساغلام:1:109699
20133:84:لا دەپ:33:142:ئىلغار:1:44078
20156:11:مەكتەپكە كىرگەن:17:413:چىرايلىق:1:63131
20158:6:كىچىك دەپ:14:276:مۇكەممەل:1:110556
20221:108:دىن يۇقىرى:3:907:گۈزەل:1:31205
20221:108:دىن يۇقىرى:6:304:بىخەتەر:1:2968
20221:108:دىن يۇقىرى:10:150:ئاكتىپ:1:2177
20221:108:دىن يۇقىرى:14:276:مۇكەممەل:1:3881
20221:108:دىن يۇقىرى:24:526:كۈچلۈك:1:10748
20228:8:يامان نىيەتلىك:23:545:ئېسىل:1:28306
20238:46:ئۈستىگە ئالىدۇ:12:717:ھەقىقى:1:25786
20254:9:گەپ دەپ:23:545:ئېسىل:1:95294
20257:3:كىتاب ئوقۇسا:20:142:راھەت:1:105600
20278:55:نەرسە ئەمەس:3:907:گۈزەل:3:35796,38923,51949
20278:55:نەرسە ئەمەس:20:142:راھەت:1:41028
20278:55:نەرسە ئەمەس:23:545:ئېسىل:4:35796,38923,88789,88846
20278:55:نەرسە ئەمەس:31:29:ئۇلۇغۋار:1:83173
20278:55:نەرسە ئەمەس:33:142:ئىلغار:2:88789,88846
20280:5:ماشىنىغا چىقىپتىكەنسىلە:26:37:مۇقۇم:1:93359
20281:10:يېرىم سائەتتە:26:37:مۇقۇم:2:93359,110970
20282:18:رەسىم يوللاپ:26:37:مۇقۇم:1:93359
20306:95:دەم يوق:3:907:گۈزەل:2:48193,76532
20306:95:دەم يوق:6:304:بىخەتەر:1:7952
20306:95:دەم يوق:11:497:داڭلىق:1:109633
20306:95:دەم يوق:12:717:ھەقىقى:1:40421
20306:95:دەم يوق:18:164:خوشال:1:81953
20306:95:دەم يوق:24:526:كۈچلۈك:1:81953
20399:13:كۆرەش قىلىش:12:717:ھەقىقى:1:95662
20420:9:شانلىق تارىخ:12:717:ھەقىقى:1:58722
20420:9:شانلىق تارىخ:23:545:ئېسىل:1:58722
20434:75:بەك تەس:23:545:ئېسىل:1:97140
20440:23:رەسىمنى كۆرۈپ:20:142:راھەت:1:49436
20467:2:رېئال تۇرمۇشنى:2:73:مۇنەۋۋەر:1:11088
20499:1:ئېسىمىزدە بولسۇنكى:12:717:ھەقىقى:1:59581
20618:1:مۇھتاج دېگەن:28:17:ئېتىراپ قىلىش:1:60972
20622:11:ئى مۆمىنلەر:12:717:ھەقىقى:2:61218,61221
20652:4:يىل كىرگەندىن:16:268:ساغلام:1:88768
20715:11:ئىلان قىلىپ:12:717:ھەقىقى:1:111415
20725:3:يولىغا قاراپ:22:68:ئىناق:2:52671,52856
20735:4:جاننى تىكىپ:23:545:ئېسىل:1:80917
20765:9:مۇسابىقىسى باشلاندى:21:212:قالتىس:1:91452
20819:9:ئاز دىگەندە:30:573:ئاسان:1:33264
20823:3:ئوبدان بوپتۇ:23:545:ئېسىل:1:69979
20825:2:بېلەت تاشلايدىغان:12:717:ھەقىقى:1:64940
20875:21:سەل تۇرۇپ:32:142:ئەرزان:1:90992
20890:4:قىممەت ئەمەس:32:142:ئەرزان:1:80324
20914:3:بەك ئاسانمۇ:30:573:ئاسان:3:63971,63976,109685
20928:23:ئۇزۇن بولغان:3:907:گۈزەل:2:108441,108485
20928:23:ئۇزۇن بولغان:17:413:چىرايلىق:1:84572
20933:9:ئەخلەت يىمەكلىك:16:268:ساغلام:1:41274
20981:3:مېھرىبان ئانىلار:16:268:ساغلام:1:73360
21052:6:بالا ئىدى:17:413:چىرايلىق:1:74902
21087:2:قۇرۇقلۇق ئارمىيەسى:24:526:كۈچلۈك:1:57553
21172:14:كىچىك بولسىمۇ:24:526:كۈچلۈك:1:29971
21274:2:خوتۇن ئالغان:17:413:چىرايلىق:1:87591
21276:1:رەتلىك ئەمەس:24:526:كۈچلۈك:1:65711
21308:8:پۇل بايغا:33:142:ئىلغار:4:75427,75440,75444,75652
21309:4:بايغا سۇ:33:142:ئىلغار:4:75427,75440,75444,75652
21340:10:بەك كۈچلۈك:24:526:كۈچلۈك:10:29220,34815,52833,77952,82615,97133,101204,102368,102515,102519
21360:2:توپ ئالغان:32:142:ئەرزان:2:85254,85257
21402:6:پۇل تېپىپ:11:497:داڭلىق:1:105885
21445:3:مۇكەممەل ئىنسان:3:907:گۈزەل:1:98498
21445:3:مۇكەممەل ئىنسان:14:276:مۇكەممەل:3:28433,98497,98498
21445:3:مۇكەممەل ئىنسان:29:28:كۆڭۈلدىكىدەك:1:28433
21446:6:سەل قوپال:17:413:چىرايلىق:1:52253
21483:17:ياش ۋاقتىدا:3:907:گۈزەل:1:487
21523:14:خۇش پۇراق:3:907:گۈزەل:2:13393,65560
21523:14:خۇش پۇراق:23:545:ئېسىل:1:5598
21542:18:ھىس قىلغان:3:907:گۈزەل:1:15935
21542:18:ھىس قىلغان:12:717:ھەقىقى:2:67921,67922
21542:18:ھىس قىلغان:16:268:ساغلام:1:15935
21542:18:ھىس قىلغان:20:142:راھەت:1:77468
21567:4:قۇدرەتلىك ئاللا:23:545:ئېسىل:1:63341
21577:1:چاغدا داڭلىق:11:497:داڭلىق:1:14373
21590:108:ئىش با:3:907:گۈزەل:3:107317,107324,107325
21590:108:ئىش با:10:150:ئاكتىپ:1:109787
21590:108:ئىش با:11:497:داڭلىق:4:89949,99528,99530,99566
21590:108:ئىش با:12:717:ھەقىقى:1:73783
21590:108:ئىش با:20:142:راھەت:1:41028
21590:108:ئىش با:28:17:ئېتىراپ قىلىش:1:101352
21590:108:ئىش با:30:573:ئاسان:3:43752,92102,97786
21606:8:گەپ قىلىشنى:3:907:گۈزەل:2:76595,76597
21673:15:ئىش ئىدى:18:164:خوشال:1:42548
21685:14:ئايان بو:3:907:گۈزەل:1:64018
21685:14:ئايان بو:16:268:ساغلام:1:69084
21685:14:ئايان بو:24:526:كۈچلۈك:1:69084
21743:68:ۋاپات بولغان:2:73:مۇنەۋۋەر:2:59181,59188
21743:68:ۋاپات بولغان:24:526:كۈچلۈك:2:26679,30179
21758:6:بەك زور:3:907:گۈزەل:2:105011,105012
21758:6:بەك زور:33:142:ئىلغار:1:69359
21803:9:پۇلنى دەپ:3:907:گۈزەل:1:54222
21812:3:نىمانداق تولا:14:276:مۇكەممەل:1:102680
21820:8:دەل ئەكسىچە:23:545:ئېسىل:1:95869
21820:8:دەل ئەكسىچە:24:526:كۈچلۈك:1:104807
21865:23:ئەڭ ناچار:12:717:ھەقىقى:1:55482
21918:42:كۆپ بولۇپ:16:268:ساغلام:1:47642
21918:42:كۆپ بولۇپ:24:526:كۈچلۈك:1:92423
21918:42:كۆپ بولۇپ:30:573:ئاسان:1:76437
21935:1:دەۋىر تەرەققىياتىغا:22:68:ئىناق:1:56073
21936:10:تەرەققىياتىغا ئەگىشىپ:24:526:كۈچلۈك:2:74700,75531
21992:5:ئەمدى بولسىمۇ:23:545:ئېسىل:1:84176
22036:60:مەسىلە با:6:304:بىخەتەر:1:46707
22036:60:مەسىلە با:23:545:ئېسىل:1:101296
22036:60:مەسىلە با:24:526:كۈچلۈك:1:64209
22056:2:بالىنى ياخشى:5:26:ياخشى كۆرۈش:1:103525
22056:2:بالىنى ياخشى:27:73:سادىق:1:103525
22146:49:ئۇزۇن مۇددەت:2:73:مۇنەۋۋەر:1:11088
22146:49:ئۇزۇن مۇددەت:10:150:ئاكتىپ:1:65002
22146:49:ئۇزۇن مۇددەت:16:268:ساغلام:1:34531
22231:1:داڭلىق ساياھەت:11:497:داڭلىق:1:11960
22277:3:نېم بوپ:11:497:داڭلىق:1:86834
22277:3:نېم بوپ:33:142:ئىلغار:3:86827,86830,86834
22298:187:مۇمكىن ب:3:907:گۈزەل:1:64330
22298:187:مۇمكىن ب:10:150:ئاكتىپ:3:106110,106111,106113
22298:187:مۇمكىن ب:16:268:ساغلام:1:65891
22298:187:مۇمكىن ب:17:413:چىرايلىق:1:41840
22298:187:مۇمكىن ب:21:212:قالتىس:1:41840
22298:187:مۇمكىن ب:23:545:ئېسىل:1:43885
22298:187:مۇمكىن ب:24:526:كۈچلۈك:1:99878
22298:187:مۇمكىن ب:30:573:ئاسان:1:49484
22311:2:ئىشلىرىمىزنى ئاسان:30:573:ئاسان:2:73332,110738
22312:2:ئاسان قىلار:30:573:ئاسان:2:58664,84199
22344:25:يول قويماي:11:497:داڭلىق:1:12188
22344:25:يول قويماي:24:526:كۈچلۈك:1:26093
22400:2:تەسىر يەتكۈزىدىغان:6:304:بىخەتەر:1:18323
22418:11:چوڭقۇر ھىس:12:717:ھەقىقى:7:50019,50021,50039,50051,50056,50057,50061
22419:1:ھىس قىلغانلىقىنى:20:142:راھەت:1:77468
22450:2:ئەمدى ھەقىقى:12:717:ھەقىقى:2:98024,108502
22451:1:ھەقىقى ئەھۋالنى:12:717:ھەقىقى:1:65844
22453:10:زىيارەت قىلغىلى:23:545:ئېسىل:1:48177
22461:1:دېۋەڭلىك كېسىلىگە:16:268:ساغلام:1:110452
22512:2:تازا ئىشەنچىلىك:10:150:ئاكتىپ:1:110661
22540:58:ئىش بوپتۇ:6:304:بىخەتەر:1:103774
22540:58:ئىش بوپتۇ:12:717:ھەقىقى:1:67580
22540:58:ئىش بوپتۇ:20:142:راھەت:4:80677,80679,80681,84007
22540:58:ئىش بوپتۇ:21:212:قالتىس:1:111451
22540:58:ئىش بوپتۇ:23:545:ئېسىل:4:56160,56175,56239,89424
22541:134:قوبۇل قىلىش:3:907:گۈزەل:2:54030,85358
22541:134:قوبۇل قىلىش:6:304:بىخەتەر:1:1960
22541:134:قوبۇل قىلىش:11:497:داڭلىق:1:85358
22541:134:قوبۇل قىلىش:14:276:مۇكەممەل:1:78062
22541:134:قوبۇل قىلىش:24:526:كۈچلۈك:1:28109
22541:134:قوبۇل قىلىش:30:573:ئاسان:2:9470,60959
22541:134:قوبۇل قىلىش:32:142:ئەرزان:1:94239
22570:3:مۇۋاپىق بولغان:1:100:پىشقان:1:8702
22585:2:ئەمدى بوپ:30:573:ئاسان:1:73581
22661:20:گەپ بوپتۇ:17:413:چىرايلىق:1:94807
22661:20:گەپ بوپتۇ:30:573:ئاسان:1:84816
22771:1:ئۇششاق گەپلەر:27:73:سادىق:1:60301
22775:14:ئېسىمگە كەپ:23:545:ئېسىل:3:88470,88473,95838
22845:4:ئىستىمال قىلسا:14:276:مۇكەممەل:1:104751
22908:1:ئىغىر دەرىجىدە:6:304:بىخەتەر:1:1647
23033:5:زور ئۈمىد:16:268:ساغلام:1:50136
23056:3:داڭلىق فىلىملەر:11:497:داڭلىق:3:76505,76506,78520
23082:3:ئىشلار بولىدۇ:3:907:گۈزەل:1:97656
23267:9:ئىشلارمۇ بار:12:717:ھەقىقى:3:93855,93896,93936
23267:9:ئىشلارمۇ بار:23:545:ئېسىل:1:88581
23292:512:ا دەپ:3:907:گۈزەل:3:48006,98489,102838
23292:512:ا دەپ:11:497:داڭلىق:7:26830,57563,81362,83240,95460,98964,98965
23292:512:ا دەپ:12:717:ھەقىقى:2:64752,86635
23292:512:ا دەپ:14:276:مۇكەممەل:1:96571
23292:512:ا دەپ:16:268:ساغلام:2:62612,109699
23292:512:ا دەپ:17:413:چىرايلىق:2:33731,52681
23292:512:ا دەپ:23:545:ئېسىل:4:55761,70140,87798,109079
