13-يىڭى يىل:21-قالتىس:4.285311738993688
5090-ئۈمۈد قىلىمەن:18-خوشال,21-قالتىس,23-ئېسىل,24-كۈچلۈك,25-خوشاللىق,33-ئىلغار:18.88819768373136
5113-ئورۇندا تۇرۇپ:6-بىخەتەر:5.712837260219166
5120-بەك چوڭ:16-ساغلام,24-كۈچلۈك:6.617450020473598
5150-كۈچلۈك ئىكەن:16-ساغلام,24-كۈچلۈك:14.109303116803272
5158-ماس كەلگۈدەك:3-گۈزەل:3.7732359537495204
5181-تولۇق كۆرۈپ:3-گۈزەل,12-ھەقىقى:9.05552634076797
5182-مەنىسى چوڭقۇر:6-بىخەتەر:5.520192182276769
5198-ئاللادىن تىلەيمەن:14-مۇكەممەل:6.659595238942186
5231-ئەمەلىي قىممىتى:14-مۇكەممەل:7.659595238942186
5239-راست گەپنى:15-بەخىتلىك,17-چىرايلىق,30-ئاسان:15.385880596526942
5241-بەك سەت:17-چىرايلىق:4.078121724300909
5260-ئۇلۇغ ئاللاھىمدىن:16-ساغلام:7.702030505262583
5310-كۆزۈم چۈشۈپ:17-چىرايلىق:5.756193629413547
5314-ناھايىتى مۇھىم:21-قالتىس,24-كۈچلۈك,33-ئىلغار:10.759412426914032
5319-مەنىۋى ئۇزۇق:14-مۇكەممەل:7.0746327382210294
5326-يامان دەپ:5-ياخشى كۆرۈش:8.608248358941966
5332-رەھمەت جاپا:23-ئېسىل:6.678007276056066
5356-غەلبە قىلىدۇ:11-داڭلىق:6.2260551534369135
5378-ئالدىنى ئالغىلى:16-ساغلام,24-كۈچلۈك:8.091381208806009
5380-ئىش ئەمەس:6-بىخەتەر,15-بەخىتلىك,30-ئاسان:11.247456925725507
5392-ياش ئەگىدى:3-گۈزەل:6.943160955191833
5398-كۆپ ئەجىر:3-گۈزەل:4.943160955191833
5408-بەك ناچار:21-قالتىس:4.792271727713571
5410-ئەڭ ئاز:18-خوشال,33-ئىلغار:9.741227887768495
5416-ئېسىل دۇردانىلەر:23-ئېسىل:7.678007276056066
5418-كۆپ تەشەككۈر:18-خوشال:5.503677095493753
5429-ھېس قىلىپ:3-گۈزەل,12-ھەقىقى,20-راھەت:5.98123498726533
5438-ئىسىل تىما:23-ئېسىل:7.678007276056066
5448-ساپ ئەقىل:16-ساغلام:8.702030505262583
5491-يوق دەپ:3-گۈزەل,17-چىرايلىق:5.450478241768246
5496-جانلىق سۆزلەر:31-ئۇلۇغۋار:11.910138700592784
5509-باش تارتىپ:2-مۇنەۋۋەر,12-ھەقىقى:10.690660522416476
5534-داۋاملىق تىرىشىڭ:30-ئاسان:4.60572836696345
5540-بەك ئۇزاق:3-گۈزەل:3.7732359537495204
5549-تېخىمۇ مول:23-ئېسىل:5.356079181168703
5566-جىسمىغا لايىق:3-گۈزەل,11-داڭلىق:10.110322419575176
5577-ئادەم دىگەن:30-ئاسان:3.7983734449058457
5580-ئۇزۇن ئۆمۈر:11-داڭلىق,16-ساغلام:9.220266410192805
5600-كىچىك بولغان:3-گۈزەل:3.7732359537495204
5610-كۆڭلىنى خۇش:20-راھەت:7.618372576215672
5621-بەك جىق:3-گۈزەل,11-داڭلىق,14-مۇكەممەل,16-ساغلام,23-ئېسىل,30-ئاسان:12.555410464228562
5646-ياخشى ئەسەرنى:23-ئېسىل:7.678007276056066
5659-تىخىمۇ ياخشى:14-مۇكەممەل,17-چىرايلىق:9.567791961800783
5684-يىرى جەننەت:11-داڭلىق:3.641092652715756
5716-ياخشى يامان:16-ساغلام,23-ئېسىل:7.595402935761127
5724-ياخشىلىق قىل:14-مۇكەممەل,23-ئېسىل,30-ئاسان:7.467771592972678
5745-بەك قاملىشىپتۇ:3-گۈزەل:4.943160955191833
5750-ماس كەلمەيدۇ:26-مۇقۇم:7.236738235204043
5787-پۈتۈن كۈچى:12-ھەقىقى:2.581850668877358
5802-ئۈمۈد قىل:10-ئاكتىپ,18-خوشال,21-قالتىس,23-ئېسىل,24-كۈچلۈك,25-خوشاللىق,33-ئىلغار:18.719007536957474
5803-ئۆگىنىشكە تېگىشلىك:10-ئاكتىپ,33-ئىلغار:13.987748579997834
5819-ياخشى كۆرەتتىم:32-ئەرزان:6.296444481328312
5828-ناھايىتى خوشالمەن:18-خوشال:9.41056769110227
5831-قادىر ئەمەس:12-ھەقىقى,17-چىرايلىق:7.745702267204152
5849-ئىنكاس يېزىپ:10-ئاكتىپ:4.954338504503318
5893-سەت تۇرا:3-گۈزەل:4.943160955191833
5905-نۇرغۇن نەرسىلەرنى:12-ھەقىقى,24-كۈچلۈك,30-ئاسان:10.896547673584397
5918-تېخىمۇ زور:18-خوشال,24-كۈچلۈك,25-خوشاللىق:17.257004636581986
5931-ئېسىل دۇر:23-ئېسىل:7.678007276056066
5957-قىممىتى يۇقىرى:11-داڭلىق:6.811017654158069
5959-ماتىرىيال ئىكەن:17-چىرايلىق,23-ئېسىل:15.756129000356975
5963-جىق ئادەم:17-چىرايلىق:4.377682006159818
5988-ھەقىقىي ئەركەكتەك:12-ھەقىقى:7.282290387018451
5993-بەك كۆپكەن:27-سادىق,30-ئاسان:10.783144067521604
5999-دىققەت قىلىش:3-گۈزەل,6-بىخەتەر,11-داڭلىق,12-ھەقىقى,16-ساغلام,30-ئاسان,37-يېشىل:16.133842832989075
6034-كۆك قىزىل:37-يېشىل:10.013232193556886
6040-يۇقىرى قىممەتكە:1-پىشقان:9.124263505945631
6041-قىممەتكە ئىگە:1-پىشقان,30-ئاسان:11.72999187290908
6073-ھەقىقەتەن تەس:12-ھەقىقى:3.581850668877358
6075-ئەزا بولغان:18-خوشال,37-يېشىل:10.022920448376974
6090-ئاسانچىلىق بەرسۇن:30-ئاسان:7.60572836696345
6128-ئېسىل ئەسەرنى:11-داڭلىق,23-ئېسىل:15.489024930214136
6203-ھىس قىلىۋاتىمەن:30-ئاسان:3.7983734449058457
6209-ياخشى تىلەكلەر:23-ئېسىل,24-كۈچلۈك:10.237282981041806
6219-مەزگىل يوقاپ:12-ھەقىقى:7.282290387018451
6221-خىلى كۆپكەن:26-مۇقۇم:11.558666330091405
6273-كۈچلۈك بولسا:24-كۈچلۈك:7.729200706428053
6288-شىرىن چۈش:13-مەدىنىيەتلىك:13.598194694278043
6293-بەك ماس:32-ئەرزان:5.530909734965333
6304-ھەقىقىي پۇتبول:12-ھەقىقى,21-قالتىس:16.322489628175607
6314-ئىش ئىكەن:3-گۈزەل,14-مۇكەممەل,15-بەخىتلىك,17-چىرايلىق:16.043058420812883
6364-نىمىسى بار:30-ئاسان:7.60572836696345
6368-ئۈستۈن تۇرىدۇ:11-داڭلىق,12-ھەقىقى,23-ئېسىل:12.349250551059773
6384-ئوسال ئەھۋالغا:15-بەخىتلىك:9.702030505262583
6398-كۆڭۈل بۆلگەن:10-ئاكتىپ,16-ساغلام:12.071406509044742
6416-پۇرسەت يارىتىپ:11-داڭلىق:6.811017654158069
6417-توپ ئوينىسا:12-ھەقىقى:5.697327886297295
6510-تېخىمۇ پارلاق:24-كۈچلۈك:6.1442382057068965
6562-ئىشقا ئاشۇرۇش:24-كۈچلۈك,31-ئۇلۇغۋار:12.469414405578522
6567-ئەڭ سۈزۈك:11-داڭلىق,23-ئېسىل:8.08814549393195
6576-كۆپ پۇل:3-گۈزەل:3.358198454470676
6669-مول تەسەۋۋۇر:12-ھەقىقى:6.282290387018451
6690-گەپ كەتمەيدۇ:17-چىرايلىق,21-قالتىس,23-ئېسىل,24-كۈچلۈك:17.296109259711766
6711-بەك قالتىس:17-چىرايلىق,21-قالتىس:14.310966043400462
6712-قالتىس ئىش:21-قالتىس:9.040199241157156
6720-ئاق كۆڭۈل:3-گۈزەل,17-چىرايلىق,22-ئىناق,23-ئېسىل,30-ئاسان:18.483476586276815
6735-بەك گۈزەلكەن:3-گۈزەل:6.943160955191833
6738-ئېسىل شېئىركەن:23-ئېسىل:7.678007276056066
6755-ئاسانراق بولغان:30-ئاسان:7.60572836696345
6793-نىم دىگەن:21-قالتىس:6.040199241157156
6861-پىكىرنى قوللايمەن:3-گۈزەل:5.358198454470676
6862-يار بەرسە:11-داڭلىق,17-چىرايلىق,33-ئىلغار:15.991155300972533
6905-ساغلاملىق بىباھا:16-ساغلام,23-ئېسىل:16.38003778131865
6906-بىباھا گۆھەر:29-كۆڭۈلدىكىدەك:10.375802272941595
6940-رەخمەت قىلسۇن:32-ئەرزان:6.158940957578375
6948-ئارتۇقچە ئىش:28-ئېتىراپ قىلىش:12.680656854470016
6954-تىخىمۇ كۆپ:3-گۈزەل:3.1358060331342283
7022-ئەڭ تېز:6-بىخەتەر,33-ئىلغار:8.494708568717718
7026-كىچىك ۋاقتىمدا:16-ساغلام:3.795139909654064
7029-ئېنىق ئەمەس:24-كۈچلۈك,30-ئاسان:6.416065836116908
7038-خاتىرجەم قىلىشىنى:23-ئېسىل:7.678007276056066
7040-داڭلىق چولپانلار:11-داڭلىق,21-قالتىس:14.04386197325762
7050-ئىنكاس يازسا:17-چىرايلىق:4.908196722858597
7055-تەن ساقلىق:16-ساغلام:5.53210550382027
7059-ئەڭ ياقتۇردىغان:3-گۈزەل:5.943160955191833
7061-بىكەت بولسا:30-ئاسان:6.60572836696345
7102-ياخشى ئىشلەپتۇ:12-ھەقىقى:3.0343628735748647
7107-ھەل قىلىش:4-ئىتىپاقلىق,10-ئاكتىپ,12-ھەقىقى,17-چىرايلىق,24-كۈچلۈك:11.259232644345774
7110-بالا چولپان:11-داڭلىق:7.811017654158069
7152-خىزمەت قىلىپ:10-ئاكتىپ,11-داڭلىق,12-ھەقىقى,28-ئېتىراپ قىلىش,30-ئاسان:29.309353793397648
7156-ئۈلگە بولۇش:14-مۇكەممەل:7.659595238942186
7162-ئاتا قىلغاي:3-گۈزەل,30-ئاسان:6.045063584159532
7170-يېزىقىمىز بار:14-مۇكەممەل,17-چىرايلىق,24-كۈچلۈك:17.764497587401817
7178-ئىنتايىن مۇھىم:6-بىخەتەر,14-مۇكەممەل,24-كۈچلۈك,29-كۆڭۈلدىكىدەك,30-ئاسان:15.941028290230616
7205-ھۆددىسىدىن چىقالىغۇدەك:16-ساغلام:8.702030505262583
7211-كۈچلۈك كوماندا:24-كۈچلۈك:7.729200706428053
7213-ھەيران قالارلىق:16-ساغلام,17-چىرايلىق,23-ئېسىل:10.526590936295385
7234-ياخشى تەرەپ:12-ھەقىقى,14-مۇكەممەل,24-كۈچلۈك:12.569767177965414
7237-ناچار تەرەپ:14-مۇكەممەل:8.659595238942186
7241-كىيىن چىققان:11-داڭلىق:6.811017654158069
7261-گۈللەپ ياشنىغاي:17-چىرايلىق:8.078121724300908
7264-كىيىمى چىرايلىق:17-چىرايلىق:8.078121724300908
7271-سەپتىن چۈشۈپ:24-كۈچلۈك:5.1442382057068965
7315-تازا ياخشى:27-سادىق:7.033974620616528
7319-ئارام تاپىدۇ:26-مۇقۇم:7.558666330091405
7325-بارلىققا كىلىشىنى:12-ھەقىقى:7.282290387018451
7340-نۇرغۇن ئۇيغۇر:10-ئاكتىپ:6.079869386587177
7368-ناھايتى ئېسىل:23-ئېسىل:7.678007276056066
7375-ياخشى ئادەملەر:6-بىخەتەر:5.712837260219166
7376-يەنىلا كۆپكەن:3-گۈزەل:4.943160955191833
7378-ئاپتۇنۇم رايۇنلۇق:3-گۈزەل:3.358198454470676
7392-ياخشى بولار:17-چىرايلىق:3.2707668022433056
7401-خەت يېزىپ:3-گۈزەل,17-چىرايلىق:5.112890058718992
7424-بەك ئاسان:30-ئاسان:7.60572836696345
7445-تېخىمۇ يۇقىرى:14-مۇكەممەل:4.6595952389421855
7472-مەيدانغا كەلگەن:3-گۈزەل,11-داڭلىق,24-كۈچلۈك,30-ئاسان:12.872311310898192
7505-داڭلىق پۇتبول:11-داڭلىق:7.811017654158069
7522-ياخشى ئىنكاس:12-ھەقىقى:7.282290387018451
7525-ئېغىر بېسىقلىق:23-ئېسىل:6.09304477533491
7562-قايىل بولىدىغان:28-ئېتىراپ قىلىش:12.680656854470016
7569-چوڭ بولغان:3-گۈزەل,11-داڭلىق,12-ھەقىقى,14-مۇكەممەل,16-ساغلام,17-چىرايلىق,24-كۈچلۈك,30-ئاسان:13.09718139693655
7578-ئوخشاش بول:3-گۈزەل,6-بىخەتەر,10-ئاكتىپ,12-ھەقىقى,16-ساغلام,18-خوشال,24-كۈچلۈك,25-خوشاللىق:15.98362292615046
7600-دىققەت قىلىپ:3-گۈزەل,6-بىخەتەر,12-ھەقىقى,16-ساغلام,17-چىرايلىق,23-ئېسىل,27-سادىق:18.13061371254372
7604-خاسلىققا ئىگە:17-چىرايلىق,24-كۈچلۈك:10.192612586613755
7653-كىچىك ۋاقتى:11-داڭلىق,16-ساغلام,20-راھەت:7.4449646641486815
7667-ياخشى كىتىپ:30-ئاسان:7.60572836696345
7671-غەلبە قىلىش:12-ھەقىقى:4.28229038701845
7695-مەنىۋى ئوزۇق:3-گۈزەل,12-ھەقىقى,17-چىرايلىق:19.303573066511195
7792-ئىش بولۇپ:11-داڭلىق,12-ھەقىقى,23-ئېسىل:8.846502813626804
7799-بەك قىززىق:30-ئاسان:2.3962750013345
7832-جەلىپ قىلىش:2-مۇنەۋۋەر,11-داڭلىق,24-كۈچلۈك,30-ئاسان:18.04454185862066
7837-ياخشى نەتىجە:14-مۇكەممەل,30-ئاسان:11.650613761790428
7866-ئەڭ مۇۋاپىق:11-داڭلىق:4.537999159751653
7878-تەس بولغان:30-ئاسان:4.798373444905846
7886-ساپ مۇھەببىتى:3-گۈزەل:5.943160955191833
7895-كەپ قالغان:3-گۈزەل:3.4837293365545356
7931-ئەڭ كۈچلۈك:11-داڭلىق,16-ساغلام,17-چىرايلىق,24-كۈچلۈك,31-ئۇلۇغۋار:22.661239599627354
7941-نەق مەيدانغا:3-گۈزەل,24-كۈچلۈك:8.028505471845161
7943-ئەڭ چوڭ:2-مۇنەۋۋەر,3-گۈزەل,6-بىخەتەر,11-داڭلىق,12-ھەقىقى,14-مۇكەممەل,16-ساغلام,20-راھەت,21-قالتىس,23-ئېسىل,24-كۈچلۈك,30-ئاسان,32-ئەرزان:16.294223316429342
7962-چەكسىز ئىپتىخارلىنىمەن:31-ئۇلۇغۋار:11.910138700592784
7970-بەك موھىم:11-داڭلىق:6.811017654158069
7990-كۈنلۈك ئالەمدە:18-خوشال:7.825605190381116
7991-چېكى يوق:11-داڭلىق:5.81101765415807
7994-يوق گەرچە:23-ئېسىل:7.678007276056066
8003-ناھايىتى ئورۇنلۇق:3-گۈزەل:4.135806033134228
8029-بەك ھەيران:24-كۈچلۈك:3.641737865177713
8030-ھەيران قالدۇردى:12-ھەقىقى,16-ساغلام:8.369611048165826
8045-مەخسۇس سۈرەت:3-گۈزەل:6.943160955191833
8050-يىل بولغان:6-بىخەتەر,30-ئاسان:6.2733910398360235
8072-ئارزۇ قىلىمەن:12-ھەقىقى:3.0343628735748647
8081-ئىگە ئىكەن:12-ھەقىقى,24-كۈچلۈك,33-ئىلغار:13.03787390204705
8117-نىسىپ بولغاي:1-پىشقان:7.539301005224474
8121-ئېلان قىپتۇ:22-ئىناق:6.980217136328924
8155-ياخشى تەرىپى:14-مۇكەممەل:5.852240316884582
8162-قوش تىللىق:11-داڭلىق,23-ئېسىل:4.505318737554786
8189-ئوبدان ئىش:18-خوشال,25-خوشاللىق:13.949868696326746
8198-ئەينى ۋاقىتتا:3-گۈزەل,12-ھەقىقى,18-خوشال,23-ئېسىل,24-كۈچلۈك,31-ئۇلۇغۋار:13.098965130591068
8226-خېلى بولغان:17-چىرايلىق:5.270766802243306
8243-ئورۇندا تۇرىدۇ:33-ئىلغار:4.44844757477336
8244-ئاددى ئۇقۇم:30-ئاسان:6.60572836696345
8274-يىللىق خاتىرە:21-قالتىس:5.133308645548637
8280-ھەرگىز بولمايدۇ:3-گۈزەل:3.6212328603044703
8301-غەلبە قىلغانلار:30-ئاسان:7.60572836696345
8346-چوڭ مەسىلە:24-كۈچلۈك:6.1442382057068965
8366-ئاللاھ ئاسانلىق:30-ئاسان:7.60572836696345
8395-سازاۋەر بولغان:20-راھەت,23-ئېسىل:12.681670008156532
8399-تىلىدا يازغان:30-ئاسان:6.020765866242294
8422-يوق ئەمەس:11-داڭلىق,16-ساغلام:8.01719313253348
8447-چىرايلىق ئاڭلىنىدۇ:17-چىرايلىق:8.078121724300908
8459-نەق مەيداندا:11-داڭلىق:3.287455698101056
8482-تىگىشلىك ئىش:3-گۈزەل,16-ساغلام:7.4702657779537365
8486-ئەڭ قايىل:30-ئاسان:6.020765866242294
8501-تەن ساغلام:16-ساغلام:8.702030505262583
8525-گۈزەل ئەخلاق:3-گۈزەل,22-ئىناق,23-ئېسىل,24-كۈچلۈك:20.46033992397493
8563-بەكلا ئۆچ:11-داڭلىق:5.226055153436913
8582-نۆۋەتلىك جۇڭگو:2-مۇنەۋۋەر,16-ساغلام:12.636469452328196
8624-مەكتەپنىڭ يىللىق:2-مۇنەۋۋەر,11-داڭلىق:14.389312790998407
8630-كۈچ چىقاردى:12-ھەقىقى:5.697327886297295
8638-ئۇيغۇرلارنىڭ مىللى:24-كۈچلۈك:4.729200706428053
8670-ئىش قىلسا:17-چىرايلىق,27-سادىق:8.56762862242434
8683-باھا بەرگەن:6-بىخەتەر:5.350267180834457
8711-سالامەت ئىشلىرى:30-ئاسان:5.283800272076087
8714-چوڭ بولىدۇ:12-ھەقىقى,24-كۈچلۈك:6.515636066559332
8737-مۇ يازغان:2-مۇنەۋۋەر,24-كۈچلۈك:13.663639653493664
8738-ئېسىمگە كېلىپ:18-خوشال,23-ئېسىل:8.748724964273713
8744-خەۋەردار بولۇپ:24-كۈچلۈك:4.729200706428053
8745-ئالى مەكتەپنى:11-داڭلىق,17-چىرايلىق,23-ئېسىل:14.601362369852959
8752-يېقىملىق تىل:3-گۈزەل:6.943160955191833
8784-ياخشى باھا:32-ئەرزان:5.618372576215672
8800-قىرغىن قىلىش:24-كۈچلۈك:5.40727261154069
8813-ئېلان قىلىنغان:3-گۈزەل,10-ئاكتىپ,11-داڭلىق,12-ھەقىقى,24-كۈچلۈك,27-سادىق,29-كۆڭۈلدىكىدەك:13.08354062588936
8819-ھەقىقى مۇھەببەت:12-ھەقىقى:7.282290387018451
8820-مۇھەببەت دىگەن:3-گۈزەل:4.358198454470676
8861-چەت ئەل:11-داڭلىق,12-ھەقىقى,30-ئاسان,33-ئىلغار:6.57205922381443
8874-كۈچلۈك چىقىپتۇ:24-كۈچلۈك:7.729200706428053
8877-قىممىتىنى ھەقىقىي:12-ھەقىقى:7.282290387018451
8887-راس گەپ:17-چىرايلىق,37-يېشىل:11.690474481575613
8893-رېژىسسورلۇق قىلغان:2-مۇنەۋۋەر:9.578295136840337
8895-ئالقىشقا ئىرىشكەن:16-ساغلام:7.1170680045414265
8896-داڭلىق رېژىسسور:11-داڭلىق:7.811017654158069
8902-نۇرغۇن كىشىلەرنى:1-پىشقان,16-ساغلام:10.651368328707534
8922-پۇرسەت بىرىشى:33-ئىلغار:9.618372576215673
8949-ئىش بولا:3-گۈزەل,18-خوشال,21-قالتىس,24-كۈچلۈك,25-خوشاللىق,30-ئاسان:24.120271995301806
8958-ئەڭ مۇھىم:3-گۈزەل,6-بىخەتەر,10-ئاكتىپ,11-داڭلىق,12-ھەقىقى,14-مۇكەممەل,16-ساغلام,17-چىرايلىق,18-خوشال,21-قالتىس,22-ئىناق,23-ئېسىل,24-كۈچلۈك:20.897115137114387
8960-پايدىسى يوق:11-داڭلىق,30-ئاسان:4.920890994234348
9011-ئېسىل ئەسەرلەر:3-گۈزەل,23-ئېسىل:13.036205730526742
9018-چەتكە چىقىپ:10-ئاكتىپ,11-داڭلىق:10.180393657940229
9056-توردا بار:12-ھەقىقى:4.194827545768111
9057-يېزىقىمىزنىڭ گۈزەللىكىنى:3-گۈزەل:6.943160955191833
9105-ياخشى نەرسە:11-داڭلىق:4.489089559270706
9159-قان تۆكۈش:18-خوشال:7.825605190381116
9177-بەكلا چىرايلىق:17-چىرايلىق:8.078121724300908
9178-چىرايلىق كۆرۈنەتتى:17-چىرايلىق:8.078121724300908
9190-نەق مەيداندىن:12-ھەقىقى:2.6384341972437255
9240-ئېسىل ھېكمەتلەر:23-ئېسىل:7.678007276056066
9307-شىپالىق بەرسۇن:3-گۈزەل:3.0362703595833143
9358-ئەڭ يىڭى:12-ھەقىقى:2.0728370213895
9399-قارار قىل:6-بىخەتەر,12-ھەقىقى,24-كۈچلۈك:3.883754127637748
9409-شان شەرىپى:24-كۈچلۈك:6.7292007064280535
9423-چۇڭقۇر مەنىگە:18-خوشال,25-خوشاللىق:19.949868696326746
9435-كەن بۇلا:32-ئەرزان:5.370445062772087
9455-بەھىر ئېلىش:3-گۈزەل,12-ھەقىقى:12.225451342210285
9456-مەنىلىك ئىش:3-گۈزەل:4.943160955191833
9466-تۈرى كۆپ:24-كۈچلۈك:5.40727261154069
9495-غا مۇبارەك:16-ساغلام,18-خوشال,23-ئېسىل,25-خوشاللىق,30-ئاسان:6.55155685935469
9498-نادىر فىلىم:11-داڭلىق:3.167161464383344
9516-يەنىلا بىكار:10-ئاكتىپ:8.217372910337112
9521-تۇغرا دەيسىز:30-ئاسان:6.020765866242294
9548-ئۇيغۇر دەپ:18-خوشال,33-ئىلغار:8.689090264433318
9563-ھاسىل قىلىپ:12-ھەقىقى:3.581850668877358
9586-يېڭىلىق يارىتىپ:12-ھەقىقى:5.697327886297295
9598-ھەقىقەتەنمۇ ئېسىل:23-ئېسىل:7.678007276056066
9603-ساختا مال:6-بىخەتەر,12-ھەقىقى,32-ئەرزان:16.042560289599002
9646-نازارەت قىلىپ:6-بىخەتەر:4.9352296815556125
9659-جارى قىلدۇرۇپ:3-گۈزەل,12-ھەقىقى:7.306588104935688
9674-ناخشىنى ئېيتىپ:11-داڭلىق:7.811017654158069
9681-زىيارەت قىلغان:27-سادىق:5.993332636119182
9696-يول قويماس:6-بىخەتەر:6.935229681555614
9699-ئىش قىلدى:27-سادىق:8.408370135398025
9716-گىتلىر داڭلىق:11-داڭلىق:7.811017654158069
9717-داڭلىق شەخىس:3-گۈزەل,11-داڭلىق:13.169216108628746
9720-ئەمەلىي ھەرىكىتى:12-ھەقىقى:5.28229038701845
9725-پۇختا تەييارلىق:16-ساغلام:6.894675583204979
9757-بەكلا تەس:33-ئىلغار:6.296444481328312
9765-چىنلىق تۇيغۇسى:12-ھەقىقى:7.282290387018451
9817-سان چىقىپ:30-ئاسان:6.60572836696345
9826-جان تىكىپ:12-ھەقىقى,27-سادىق:10.459706087576603
9830-كىنو قىلىپ:12-ھەقىقى,23-ئېسىل:12.130222664516829
9844-كۆڭلۈڭنى يېرىم:18-خوشال:6.410567691102272
9854-ئامال با:3-گۈزەل,6-بىخەتەر,12-ھەقىقى,32-ئەرزان:7.929918273590049
9864-كۆپ بولغان:31-ئۇلۇغۋار:6.483873945890685
9886-ياخشى دەپ:12-ھەقىقى,24-كۈچلۈك:5.103098472672753
9895-تەتقىق قىلىپ:6-بىخەتەر,16-ساغلام,24-كۈچلۈك,30-ئاسان:12.683274885191178
9898-دۇنياغا داڭلىق:11-داڭلىق,14-مۇكەممەل,24-كۈچلۈك:13.941247565638374
9899-داڭلىق پۇتبولچى:11-داڭلىق:7.811017654158069
9902-كۆپ قىسىم:3-گۈزەل,6-بىخەتەر,11-داڭلىق,12-ھەقىقى,24-كۈچلۈك,30-ئاسان,32-ئەرزان,33-ئىلغار:15.691624591046871
9946-تەرەققىي قىلىشىغا:16-ساغلام:5.53210550382027
9952-مۇھىم مەسىلە:12-ھەقىقى:4.697327886297295
9954-تورىغا كىرىپ:3-گۈزەل,16-ساغلام:8.244312024172231
9977-ئىشلىرىنى ئاسان:30-ئاسان:7.60572836696345
9985-چوڭقۇر پىكىر:16-ساغلام:6.702030505262583
10030-ئالاھىدە يۇقىرى:30-ئاسان:4.60572836696345
10032-ۋەقە ھەقىقىي:12-ھەقىقى:7.282290387018451
10033-ھەقىقىي تۇرمۇشتا:12-ھەقىقى:7.282290387018451
10127-خاتالىقى ئەمەس:30-ئاسان:6.020765866242294
10145-پۇرسىتى يارىتىپ:3-گۈزەل,33-ئىلغار:11.917677341632782
10198-ياخشى كىشى:3-گۈزەل,14-مۇكەممەل:7.262906191249394
10208-دەردى بار:3-گۈزەل:2.6952334417482473
10209-بار داڭلىق:11-داڭلىق:7.811017654158069
10211-مۇستەسنا ئەمەس:23-ئېسىل,33-ئىلغار:15.29637985227174
10228-چۈشلۈك تاماقتا:24-كۈچلۈك:7.729200706428053
10234-تەس ئىش:30-ئاسان:4.283800272076087
10276-بار يەر:17-چىرايلىق,23-ئېسىل:6.586203998914663
10317-بىرلەشمە لوڭقىسىنى:24-كۈچلۈك:6.1442382057068965
10326-چىرايلىق ئوينايدىغان:17-چىرايلىق:8.078121724300908
10333-ئىنتايىن تەپسىلى:24-كۈچلۈك:6.7292007064280535
10345-رىقابەتچىسى يوق:24-كۈچلۈك:7.729200706428053
10368-ئەينى چاغدا:6-بىخەتەر,32-ئەرزان:7.0293870551371676
10410-سالامەتلىككە پايدىلىق:16-ساغلام:6.117068004541426
10438-ۋاقتى كەلگەندە:30-ئاسان:2.4764453500184835
10448-بەك ئاز:12-ھەقىقى,18-خوشال,23-ئېسىل,25-خوشاللىق,27-سادىق:17.324011425417893
10465-گەپ بار:3-گۈزەل,4-ئىتىپاقلىق,23-ئېسىل,30-ئاسان:13.657089174426734
10493-تورغا چىقىپ:17-چىرايلىق:3.99065888305057
10505-تېنىنى سالامەت:30-ئاسان:4.60572836696345
10510-توپ ئۇردى:17-چىرايلىق:3.9081967228585968
10538-كۆپ بولغاچقا:30-ئاسان:5.020765866242294
10539-ئەڭ كۆپ:14-مۇكەممەل,16-ساغلام,17-چىرايلىق,24-كۈچلۈك:5.215329217633416
10557-سالامەت قىلغاي:30-ئاسان:4.283800272076087
10569-مۇناسىۋەتلىك ئۇچۇرلارنى:10-ئاكتىپ:7.539301005224474
10578-خاسىيەتلىك ئىش:30-ئاسان:5.283800272076087
10652-رولى چوڭ:30-ئاسان:6.020765866242294
10667-مۇمكىن بولمايدىغان:3-گۈزەل:3.1358060331342283
10692-تەسىر قىلغان:14-مۇكەممەل,23-ئېسىل:6.918695783740353
10695-شارائىت يارىتىپ:10-ئاكتىپ,30-ئاسان:10.501173182413199
10696-ئۆكۈنمەيدىغان ئىش:3-گۈزەل:6.943160955191833
10697-ئىش قىلىش:11-داڭلىق,12-ھەقىقى,20-راھەت,21-قالتىس,23-ئېسىل,30-ئاسان:17.224042859543385
10701-گۈللەنگەن دەۋرى:11-داڭلىق,24-كۈچلۈك:10.896362170811397
10706-بەكلا گۈزەل:3-گۈزەل:6.943160955191833
10795-ئېغىر كۈنلەردە:18-خوشال,25-خوشاللىق:15.949868696326746
10825-زور بەخىت:3-گۈزەل:5.943160955191833
10833-ئاساسىي جەھەتتىن:11-داڭلىق,12-ھەقىقى:5.004519802459612
10895-ئۇزۇن بولدى:11-داڭلىق,30-ئاسان:4.433039828462169
10937-ئىچى ئاچچىق:32-ئەرزان:8.618372576215673
10945-ئۈستىگە ئالغان:24-كۈچلۈك:4.269769087790755
10963-ئەمدى داڭلىق:11-داڭلىق:7.811017654158069
10998-يۇقىرى ئىكەن:10-ئاكتىپ,19-رازى بولۇش,30-ئاسان,31-ئۇلۇغۋار:32.01593284644346
11111-دېققەت قىلىڭ:32-ئەرزان:7.296444481328312
11158-قولغا كەلتۈرۈش:12-ھەقىقى,30-ئاسان:4.103383908424379
11159-ئىنتايىن تەس:17-چىرايلىق:4.078121724300909
11208-ئەل سۆيگەن:2-مۇنەۋۋەر,11-داڭلىق:13.389312790998407
11258-ئامال بار:3-گۈزەل,6-بىخەتەر,12-ھەقىقى,32-ئەرزان:8.014164735701367
