6-بەك ئامراق:37-سەت:1.4339861049221954
18477-ئۇلۇغ ۋەزىپىمىز:22-قايغۇ:9.300514145637358
18478-ۋەزىپىمىز بارلىقىنى:22-قايغۇ:9.300514145637358
18479-ئېسىمىزدىن چىقاردۇق:22-قايغۇ:9.300514145637358
18481-غەپلەت ئۇيقۇسىد:37-سەت:3.6356199660918462
18493-غەپلەت ئۇيقۇسىدا:37-سەت:3.9575480609792084
18514-گۈدۈك غەيرىلا:23-غەيرى:10.325176199871628
18515-غەيرىلا بولۇپ:23-غەيرى:10.325176199871628
18553-ساۋاق ئېلىپ:26-سەۋەنلىك,37-سەت:14.096311136619954
18583-سۇ كىرىپ:37-سەت:2.787623059536896
18606-گەپ قىلسام:37-سەت:2.7096205475356223
18618-مەسئۇللىرىنىڭ تېتىقسىزلىقىنى:33-تېتىقسىز:11.598194694278043
18619-تېتىقسىزلىقىنى ئادەمنىڭ:33-تېتىقسىز:11.598194694278043
18620-ئادەمنىڭ ئويلىغۇسىمۇ:33-تېتىقسىز:11.598194694278043
18621-ئىنكاسنىمۇ تەستىقلاپ:33-تېتىقسىز:11.598194694278043
18622-نىمانچە ئۇۋال:33-تېتىقسىز:11.598194694278043
18625-جىق چىقىپ:37-سەت:4.372585560258052
18665-كۈچۈڭ يەتمىسە:27-ئاجىز:5.535698768544279
18666-توقماقنى قىلساق:27-ئاجىز:8.120661269265435
18667-بەك شەخسىيەتچىلىك:27-ئاجىز:8.120661269265435
18668-شەخسىيەتچىلىك قىلغانلىق:27-ئاجىز:8.120661269265435
18669-مەدىنيەتنى قۇغداشنى:27-ئاجىز:8.120661269265435
18672-توپقا تاپشۇرۇش:27-ئاجىز:8.120661269265435
18682-ئۇيغۇرغا ئاز:7-ئەلەم:10.52019218227677
18683-ئاز بولمىغان:7-ئەلەم,22-قايغۇ:11.036071482356608
18684-دەرت ئەلەمنى:7-ئەلەم:10.52019218227677
18685-ئەلەمنى ئەخلاقى:7-ئەلەم:10.52019218227677
18686-ئەخلاقى پاساتچىلىقنى:7-ئەلەم:10.52019218227677
18688-روھىي يوقىتىشلارنى:7-ئەلەم:10.52019218227677
18689-سەۋەپ بولدى:7-ئەلەم,37-سەت:10.137890240371354
18694-بارلىققا كەلدى:37-سەت:1.2026605588157393
18700-ئاز دەپ:37-سەت:2.787623059536896
18727-يېرىم يىل:37-سەت:0.07490501161736686
18752-قىزلىرىمىز كەيسە:37-سەت:5.957548060979208
18753-يىگىتلىرىمىز كەيسە:37-سەت:5.957548060979208
18754-ھازىدارغا ئوخشايدىغان:37-سەت:5.957548060979208
18755-سەبىيلىرىمىز كەيسە:37-سەت:5.957548060979208
18756-ئەھۋاللار كۆرىنىۋاتىدۇ:37-سەت:5.957548060979208
18769-تولۇق ئوتتۇرا:37-سەت:0.6721458421169599
18787-قايتا چۈشۈرۈپ:28-خاتالىق,37-سەت:8.97328711014667
18795-بىلىمسىز ئادەملەردە:22-قايغۇ:9.300514145637358
18796-ئادەملەردە غەم:22-قايغۇ:9.300514145637358
18797-غەم قايغۇ:22-قايغۇ,27-ئاجىز,28-خاتالىق,37-سەت:19.616253948651377
18798-قايغۇ بولمايدۇ:22-قايغۇ:9.300514145637358
18799-قارنى تويسىلا:22-قايغۇ:9.300514145637358
18800-قانائەت قىلىدۇ:22-قايغۇ:9.300514145637358
18801-بىلىملىك ئادەملەرنىڭ:22-قايغۇ:9.300514145637358
18802-ئادەملەرنىڭ خۇشال:22-قايغۇ:8.300514145637358
18803-خۇشال چاغلىرى:22-قايغۇ:9.300514145637358
18804-ئاز غەم:22-قايغۇ:9.300514145637358
18805-غەم قايغۇدىكى:22-قايغۇ:9.300514145637358
18806-قايغۇدىكى چاغلىرى:22-قايغۇ:9.300514145637358
18808-دۇنيادىكى ناھەقچىلىقلەردىن:22-قايغۇ:9.300514145637358
18813-ياردەم بىرىشنى:37-سەت:4.372585560258052
18829-تەۋسىيە قىلغانتى:18-زوراۋانلىق:9.680656854470016
18830-ئوبدان ئەدەپلىك:37-سەت:5.957548060979208
18831-ئەدەپلىك بالا:37-سەت:5.957548060979208
18832-بالا ئىدىم:37-سەت:4.957548060979208
18833-ئىنكاسىنى كۆرسەملا:37-سەت:5.957548060979208
18834-ئاچچىقىم تۇتۇپ:37-سەت:5.957548060979208
18835-سەت گەپلەر:37-سەت:5.957548060979208
18889-نۇرغۇن ئىشلار:37-سەت:1.5999960563611244
18908-يېزىق ئۆزگەرتىمىز:13-لۈكچەك,37-سەت:13.818777161091045
18966-ئارزۇ قىلغان:22-قايغۇ,37-سەت:4.839155475358666
19007-تىگى پەس:37-سەت:2.957548060979208
19016-تارىخقا يېزىلغۇسى:37-سەت:5.957548060979208
19017-ناكەسلەر قاتتىق:37-سەت:5.957548060979208
19018-قاتتىق جازاغا:37-سەت:5.5425105617003645
19019-جازاغا تارتىلغۇسى:37-سەت:5.957548060979208
19047-بېسىق بول:37-سەت:2.635619966091846
19054-راستنى ئېيتسام:28-خاتالىق:5.659595238942186
19055-ئىملا خاتالىق:23-غەيرى,27-ئاجىز,28-خاتالىق,29-زەربە,37-سەت:18.207178208695826
19056-بەكلا كۆپىيىپ:28-خاتالىق:6.659595238942186
19057-كۆپىيىپ قالغىلى:28-خاتالىق:7.659595238942186
19058-بىراقلا تۇتىشىپ:28-خاتالىق:7.659595238942186
19059-كومپىيوتېرىم چاتاقمۇ:28-خاتالىق:7.659595238942186
19060-چاتاقمۇ بىلمىدىم:28-خاتالىق:7.659595238942186
19063-ياققا قايرىپ:37-سەت:3.6356199660918462
19084-بىچارىنىڭ بېشى:37-سەت:5.957548060979208
19085-بېشى سەت:37-سەت:5.957548060979208
19086-سەت يېرىلىپ:37-سەت:5.957548060979208
19115-توپا سەت:37-سەت:5.957548060979208
19116-سەت يىغىپ:37-سەت:5.957548060979208
19129-بەك تېتىقسىزكەن:33-تېتىقسىز:11.598194694278043
19130-چەكتىن ئېشىپتۇ:33-تېتىقسىز:11.598194694278043
19131-يەرلىرىنى كۆرۈپ:33-تېتىقسىز:10.598194694278043
19132-ئىچىم ئېلىشىپ:33-تېتىقسىز:9.598194694278043
19133-تۈنۈگۈن تاللا:37-سەت:5.957548060979208
19134-تاللا بازىرىغا:37-سەت:2.635619966091846
19135-بازىرىغا كىرسەم:37-سەت:4.372585560258052
19137-يۈرۈش ئېسىل:37-سەت:5.957548060979208
19138-ئېسىل زىننەتلەنگەن:37-سەت:5.957548060979208
19139-زىننەتلەنگەن قەلەملەر:37-سەت:5.957548060979208
19140-قەلەملەر كەپتۇ:37-سەت:5.957548060979208
19141-چىرايلىقكەن دەپ:37-سەت:5.957548060979208
19142-توپ ئېلىپتىمەن:37-سەت:5.957548060979208
19143-قېپىنى ئېچىپ:37-سەت:4.957548060979208
19144-سەت ياخشى:37-سەت:5.957548060979208
19145-ياخشى چىقمايدىكەن:37-سەت:4.957548060979208
19146-سىرتىغا قاراپ:37-سەت:3.6356199660918462
19166-سۈكۈت قىلىش:5-ئازار,18-زوراۋانلىق,27-ئاجىز:17.50984250175768
19172-شېرىن تاتلىق:37-سەت:5.635619966091846
19192-بەك ماز:37-سەت:2.957548060979208
19196-بەكلا قولايسىزكەن:28-خاتالىق:6.659595238942186
19206-رايىم قايتتى:28-خاتالىق:7.659595238942186
19207-نەرسىلەرنى كۆردۈم:28-خاتالىق:7.659595238942186
19208-خاتالىق ئۇچۇرى:28-خاتالىق,37-سەت:9.759162304793822
19209-ئۇچۇرى چىقىۋىلىپ:28-خاتالىق:7.659595238942186
19210-يۈزىگە كىرمىدى:28-خاتالىق:7.659595238942186
19211-پىلاستىكىغىمۇ ئويۇپ:28-خاتالىق:7.659595238942186
19212-يۇمشاق دىسكىغا:28-خاتالىق:7.659595238942186
19213-دىسكىغا ئويۇپ:28-خاتالىق:7.659595238942186
19215-ۋاز كەچتىم:28-خاتالىق:3.852240316884582
19216-كۆڭلىڭىزگە كەلسىمۇ:37-سەت:5.372585560258052
19217-نەرسىلەرگە ئىشىنىپ:37-سەت:5.957548060979208
19218-كۆرسەتكۈچى نورمال:37-سەت:5.957548060979208
19219-نورمال ئادەملەرنىڭكىدىن:37-سەت:5.957548060979208
19220-ئادەملەرنىڭكىدىن تۆۋەن:37-سەت:5.957548060979208
19221-تۆۋەن بولامدىكى:37-سەت:5.957548060979208
19274-قىزلارنى ئۆلتۈرگىنى:18-زوراۋانلىق:10.680656854470016
19275-ھەقىقەتەن زوراۋانلىق:18-زوراۋانلىق:10.680656854470016
19276-زوراۋانلىق بوپتۇ:18-زوراۋانلىق:10.680656854470016
19277-خەققىمۇ قىلدى:7-ئەلەم:10.52019218227677
19294-ئوقۇش پۈتتۈرۈش:37-سەت:0.37258556025805195
19295-تەس كەلدى:1-بىنورمال,28-خاتالىق:12.569733939534968
19298-كۈنىنى بىلمەيدۇ:18-زوراۋانلىق:10.680656854470016
19299-ئاستىدىكى مۇقۇملۇق:18-زوراۋانلىق:10.680656854470016
19300-مۇقۇملۇق لازىم:18-زوراۋانلىق:10.680656854470016
19301-بەكرەك چىڭ:29-زەربە,37-سەت:14.636879517982658
19302-چىڭ تۇرىۋالسا:37-سەت:5.957548060979208
19304-نارازىلىق بىلدۈرسە:37-سەت:5.957548060979208
19305-تىرورچى دېگەن:37-سەت:4.957548060979208
19306-قالپاقنى كېيدۈرۈشكە:37-سەت:5.957548060979208
19332-باشقىلارنىڭ گۈدۈكىگە:1-بىنورمال:9.910138700592784
19336-تازا نورمال:28-خاتالىق:3.659595238942186
19340-يىللىق ب:37-سەت:2.2026605588157393
19356-سېسىق گەپ:37-سەت:0.5652306382004477
19361-كېرەك ئىدىغۇ:2-قوپال:9.568447350883991
19378-ئىش قىلماي:37-سەت:1.3136918712044832
19400-لالما ئىتلار:28-خاتالىق:4.6595952389421855
19408-كۈنگە كەلگەندە:37-سەت:3.6356199660918462
19414-چىكىنىپ كىتىدۇ:6-قالايمىقان,28-خاتالىق:7.8048623487988795
19434-نارازى بولۇپ:17-قانۇنسىز:7.986759982195696
19440-تەشەببۇس قىلدى:17-قانۇنسىز,37-سەت:12.774383041732593
19441-جاھىل سىياسەتنى:29-زەربە,37-سەت:15.806804519424968
19442-سىياسەتنى يۈرگۈزۈش:29-زەربە,37-سەت:15.806804519424968
19443-كومپارتىيە ياخشى:29-زەربە,37-سەت:15.806804519424968
19444-تەسىر قوزغاش:29-زەربە,37-سەت:15.806804519424968
19445-پالتا چاپقانلىققا:29-زەربە,37-سەت:15.806804519424968
19458-پومشىچىك دەپ:27-ئاجىز:8.120661269265435
19459-كەمبەغەللەرنى ئاجىز:27-ئاجىز:8.120661269265435
19460-ئاجىز مىللەتلەرنى:27-ئاجىز:8.120661269265435
19461-مىللەتلەرنى ئەزگەن:27-ئاجىز:8.120661269265435
19462-پىپەن قىلىش:27-ئاجىز:6.535698768544279
19472-يېڭى باشلىق:27-ئاجىز,37-سەت:12.078209330244643
19475-ئاتاڭغا لەنەت:27-ئاجىز:8.120661269265435
19476-لەنەت تىل:27-ئاجىز:8.120661269265435
19477-كومېتىتىدىكى ناكەسلەر:27-ئاجىز:8.120661269265435
19478-ناكەسلەر قىلىدىغان:27-ئاجىز:8.120661269265435
19479-ئىشىڭ بولمىسا:27-ئاجىز:8.120661269265435
19480-يېرنى تېرىشىپ:27-ئاجىز:8.120661269265435
19481-پەيدا قىلغانلارغىمۇ:27-ئاجىز:8.120661269265435
19482-نالەت بولسۇن:27-ئاجىز:8.120661269265435
19483-ئەمدى ئۆزگەرتمەكچى:27-ئاجىز:8.120661269265435
19484-ئىملانى ئۆزگەرتىشنىڭ:6-قالايمىقان,28-خاتالىق:16.520824339054023
19485-دەۋردىكىدىنمۇ ئېغىر:6-قالايمىقان,28-خاتالىق:16.520824339054023
19486-ئېغىر خىرىسقا:6-قالايمىقان,28-خاتالىق:16.520824339054023
19487-خىرىسقا ئۇچراۋاتقان:6-قالايمىقان,28-خاتالىق:16.520824339054023
19488-ئىملا ئۆزگەرتىش:6-قالايمىقان,27-ئاجىز,28-خاتالىق:18.641485608319456
19489-تىل قالايمىقانچىلىقى:6-قالايمىقان,28-خاتالىق:16.520824339054023
19490-قالايمىقانچىلىقى كەلتۈرۈپ:6-قالايمىقان,28-خاتالىق:16.520824339054023
19493-مۇسابىقە ئاخىرلاشقاندىن:37-سەت:5.372585560258052
19494-خەۋەرنى ئاڭلاپ:22-قايغۇ:6.300514145637358
19498-ئاز سانلىق:17-قانۇنسىز,27-ئاجىز,37-سەت:7.472979544825213
19499-سانلىق مىللەت:17-قانۇنسىز,27-ئاجىز,37-سەت:6.637769019541144
19504-كۆزۈمگە سەت:37-سەت:5.957548060979208
19505-سەت كۆرۈنۈپ:37-سەت:5.957548060979208
19537-قېتىپلا قالدى:37-سەت:5.957548060979208
19538-ساندانغا ئۇلانماي:37-سەت:5.957548060979208
19539-ئۇھ سەت:37-سەت:5.957548060979208
19540-سەت زىرىكتىم:37-سەت:5.957548060979208
19545-نومۇس قىلىپ:37-سەت:3.9575480609792084
19550-پىتنە پاسات:6-قالايمىقان,27-ئاجىز,29-زەربە,35-شەھۋانى:26.513612535550614
19552-كۆپ بولىدۇ:27-ئاجىز,30-ئىسراپچىلىق,37-سەت:13.202472836190273
19604-تورىنىڭ تاقىلىپ:37-سەت:5.957548060979208
19605-ئىنتايىن يېرىم:37-سەت:4.957548060979208
19611-يادىمدا يوق:37-سەت:2.4981164423419107
19622-سەرگەردان بولۇپ:17-قانۇنسىز,23-غەيرى:14.697226337952113
19652-دېموكراتىيە بار:37-سەت:4.957548060979208
19680-قازا قىلغان:17-قانۇنسىز,18-زوراۋانلىق,29-زەربە:11.83021722362383
19690-ئەخلاق سەۋىر:5-ئازار,27-ئاجىز:19.00613791562395
19691-سەۋىر قىلىش:5-ئازار,27-ئاجىز:13.666287912739325
19692-ئاجىزلىقنىڭ ئەدەپسىزلىك:5-ئازار,27-ئاجىز:19.00613791562395
19693-ئەدەپسىزلىك باشقىلارغا:5-ئازار,27-ئاجىز:19.00613791562395
19694-باشقىلارغا ئازار:5-ئازار,27-ئاجىز:16.684209820736584
19695-ئازار بېرىش:5-ئازار,27-ئاجىز:16.42117541490279
19696-كۈچلۈكلۈكنىڭ سېمۋۇلىمۇ:5-ئازار,27-ئاجىز:19.00613791562395
19697-ئەخلاقلىقلارنىڭ نەزىرىدە:5-ئازار,27-ئاجىز:19.00613791562395
19698-نەزىرىدە گۈزەل:5-ئازار,27-ئاجىز:19.00613791562395
19699-ئەخلاق ئەدەپسىزلەرنىڭ:5-ئازار,27-ئاجىز:19.00613791562395
19700-ئەدەپسىزلەرنىڭ نەزىرىدە:5-ئازار,27-ئاجىز:19.00613791562395
19701-نەزىرىدە ئەدەپسىزلىك:5-ئازار,27-ئاجىز:19.00613791562395
19702-ئەدەپسىزلىك كۈچلۈكلۈككە:5-ئازار,27-ئاجىز:19.00613791562395
19703-كۈچلۈكلۈككە تەڭ:5-ئازار,27-ئاجىز:19.00613791562395
19711-كۈنى بولسا:37-سەت:2.787623059536896
19712-ماختاپ ئۇچىرىتىسىز:37-سەت:4.372585560258052
19713-قاتتىق ۋاستە:37-سەت:4.372585560258052
19715-يۇمشاق ۋاستىنى:37-سەت:4.372585560258052
19716-ۋاستىنى تەڭ:37-سەت:4.372585560258052
19717-تەڭ ئىشلىتىۋاتقان:37-سەت:4.372585560258052
19739-قايتىدىن باشلايمەن:27-ئاجىز:5.7987331743780715
19747-يۇمشاق دېتاللارغا:13-لۈكچەك:10.539301005224475
19749-نۇرغۇن مەبلەغ:37-سەت:3.6356199660918462
19757-ھەرگىز ئىشەنمەڭ:27-ئاجىز:5.7987331743780715
19771-گەپلەرنى قىلىپ:6-قالايمىقان,28-خاتالىق:10.180974336169397
19804-شەخسى كۆز:37-سەت:3.372585560258052
19810-كىشىلەرنىڭ دەيدىغان:28-خاتالىق:6.659595238942186
19833-كۈن ئالغان:32-ساختا:8.97370382937025
19842-ئەپۇ سوراپ:37-سەت:3.6356199660918462
19855-ھەزەر ئەيلە:8-ئاداۋەت,32-ساختا,37-سەت:13.444465232130428
19907-قولىدىن كەلمەيدۇ:2-قوپال:9.153409851605147
19957-ئارام بەرمەپتۇ:7-ئەلەم:8.198264087389408
20036-كۆپ كىشى:27-ئاجىز,28-خاتالىق,37-سەت:8.578984529577228
20060-خەق ياسىغان:13-لۈكچەك:12.861229100111837
20061-دېتاللارغا يامان:13-لۈكچەك:12.861229100111837
20062-يامان ئۆچ:13-لۈكچەك:10.539301005224475
20063-لۈكچەك دېتال:13-لۈكچەك:12.861229100111837
20064-بىللە گۆشىرىپ:13-لۈكچەك:12.861229100111837
20065-زورلاپ قاچىلىۋىتىشلىرىمۇ:13-لۈكچەك:12.861229100111837
20066-دېتالنى قاچىلىسىلا:13-لۈكچەك:12.861229100111837
20067-بېزەپ ئېلانلىرى:13-لۈكچەك:12.861229100111837
20087-چىكىت قويۇپ:14-ئاۋارىچىلىق:10.375802272941595
20127-دوست بولىدۇ:37-سەت:4.957548060979208
20128-ئالدىڭىزدا ھىجىيىپ:37-سەت:5.957548060979208
20129-ھىجىيىپ كۈلكە:37-سەت:5.957548060979208
20130-كۈلكە ئىشلىتىپ:37-سەت:5.957548060979208
20131-مەقسەتكە يېتىپ:37-سەت:5.957548060979208
20132-ھازىر بۇنداقلارغا:37-سەت:5.957548060979208
20133-لا دەپ:27-ئاجىز,28-خاتالىق,37-سەت:4.560852300850548
20158-كىچىك دەپ:37-سەت:3.372585560258052
20173-ئاخىرى قىلغۇلۇقنى:29-زەربە:9.84925645844576
20174-قىلغۇلۇقنى قىلدى:29-زەربە:9.84925645844576
20191-ھەققىڭىز يوق:26-سەۋەنلىك:9.723725576361902
20192-كوتۇلدىغان ئاغزىڭغا:5-ئازار:10.885476646358514
20193-ھېلى بىكار:5-ئازار:9.563548551471152
20194-بىكار سۇلفات:5-ئازار:10.885476646358514
20195-كىسلاتا قۇيىۋىتىمەن:5-ئازار:10.885476646358514
20196-سەبىي كۆڭلۈمگە:5-ئازار:10.885476646358514
20197-تولىمۇ ئازار:5-ئازار:10.885476646358514
20198-ئازار بەرگەن:5-ئازار:10.885476646358514
20217-قىيىنچىلىقنى كۆتۈرۈپ:22-قايغۇ:9.300514145637358
20219-قايغۇلىرىڭىزنى كەتكۈزۈشكە:22-قايغۇ:9.300514145637358
20221-دىن يۇقىرى:6-قالايمىقان,17-قانۇنسىز,26-سەۋەنلىك,29-زەربە,37-سەت:18.358969169440527
20225-تولىمۇ ئامراقكەن:36-يامان نىيەت:12.680656854470016
20226-ئامراقكەن چىشىنى:36-يامان نىيەت:12.680656854470016
20227-چىشىنى چىقىرىپ:27-ئاجىز,36-يامان نىيەت:17.63139312229314
20228-يامان نىيەتلىك:36-يامان نىيەت:12.680656854470016
20229-نىيەتلىك كۈلۈشكە:36-يامان نىيەت:12.680656854470016
20238-ئۈستىگە ئالىدۇ:32-ساختا,37-سەت:5.884127978235432
20268-ھەل قىلىشنى:27-ئاجىز,28-خاتالىق,37-سەت:9.359509713274937
20278-نەرسە ئەمەس:3-ئىچى پۇشۇش,16-ھالاك بولۇش,37-سەت:20.827780216958576
20294-ھەزەر قىل:22-قايغۇ,37-سەت:10.199168517562997
20306-دەم يوق:27-ئاجىز,28-خاتالىق,37-سەت:3.0282377441939854
20308-ھەسەتخوردىن بەختىڭنى:37-سەت:5.957548060979208
20309-بەختىڭنى يوشۇر:37-سەت:5.957548060979208
20310-دەللالدىن دەردىڭنى:37-سەت:5.957548060979208
20311-نارسىدە بالا:7-ئەلەم:10.52019218227677
20312-بالا يۈتتى:7-ئەلەم,29-زەربە,37-سەت:22.572109199538268
20313-بالا يۈتسە:7-ئەلەم:10.52019218227677
20314-ھەسرەت يوق:7-ئەلەم:10.52019218227677
20315-پەرزەنىتنى سۆيدۈڭلارمۇ:7-ئەلەم:10.52019218227677
20316-پەريادىنىڭ ۋەزمىنىنى:7-ئەلەم:10.52019218227677
20317-ۋەزمىنىنى تۇيدۇڭلارمۇ:7-ئەلەم:10.52019218227677
20318-ئاچچىق ئەلەم:7-ئەلەم:10.52019218227677
20319-ئەلەم بىتاقەتتە:7-ئەلەم:10.52019218227677
20323-چوڭ زەربە:7-ئەلەم,29-زەربە,37-سەت:26.326996701701738
20324-زەربە ئۇيقۇ:7-ئەلەم,29-زەربە,37-سەت:26.326996701701738
20325-ئۇيقۇ يوققۇ:7-ئەلەم,29-زەربە,37-سەت:26.326996701701738
20327-ئۇزۇن كېچەلەردە:7-ئەلەم,29-زەربە,37-سەت:26.326996701701738
20329-يېغا يۇتقاي:7-ئەلەم,29-زەربە,37-سەت:26.326996701701738
20339-خار زەبۇن:22-قايغۇ,37-سەت:10.088137205174252
20418-خاتالىق چىقىۋېلىپ:28-خاتالىق:7.659595238942186
20419-ئىچىمنى سىقىۋەتتتى:28-خاتالىق:7.659595238942186
20434-بەك تەس:1-بىنورمال,37-سەت:4.410049380580229
20440-رەسىمنى كۆرۈپ:6-قالايمىقان,22-قايغۇ,27-ئاجىز,37-سەت:14.145704751765784
20456-خىجالەتچىلىكتىن يەرگە:27-ئاجىز,28-خاتالىق,37-سەت:21.737804569186828
20457-يەرگە كىرىپ:6-قالايمىقان,27-ئاجىز,28-خاتالىق,37-سەت:14.346269695470632
20459-نەرسىلىرىنى ئېلىپ:37-سەت:4.957548060979208
20469-يۈزخاتىرە قىلمايدۇ:38-قىلتاق:13.067679977579262
20511-سادىر قىلىش:28-خاتالىق:6.659595238942186
20526-بەك شەخسىيەتچى:27-ئاجىز:8.120661269265435
20704-ئوتتۇرىغا قويغان:37-سەت:0.40295920930157075
20733-مۇ يامان:28-خاتالىق,36-يامان نىيەت,37-سەت:12.366231585067235
20765-مۇسابىقىسى باشلاندى:37-سەت:2.787623059536896
20822-تازا ئوبدان:37-سەت:3.9575480609792084
20825-بېلەت تاشلايدىغان:37-سەت:4.957548060979208
20875-سەل تۇرۇپ:28-خاتالىق:4.267277816163426
20928-ئۇزۇن بولغان:37-سەت:1.4339861049221954
20989-سەت بولىدۇ:37-سەت:5.957548060979208
21032-ياخشى بولماي:27-ئاجىز:4.120661269265434
21052-بالا ئىدى:27-ئاجىز,37-سەت:8.908284328802331
21158-ئوتتۇرا مەيداندا:37-سەت:4.957548060979208
21205-نېمىدىگەن كۆپ:37-سەت:5.957548060979208
21233-ناماز ئوقۇپ:5-ئازار,37-سەت:10.614206016841841
21243-خاتا بوپتۇ:27-ئاجىز:7.120661269265434
21284-ۋاي توۋا:7-ئەلەم,23-غەيرى,27-ئاجىز,33-تېتىقسىز,37-سەت:18.596959903065297
21318-جان جەھلى:14-ئاۋارىچىلىق:10.153409851605147
21340-بەك كۈچلۈك:2-قوپال,37-سەت:10.46710172280963
21394-ئاخىرىنى ئوقۇپ:37-سەت:4.957548060979208
21402-پۇل تېپىپ:27-ئاجىز:5.535698768544279
21413-ئامال دەيسىز:29-زەربە,37-سەت:12.806804519424968
21446-سەل قوپال:2-قوپال:11.153409851605147
21542-ھىس قىلغان:18-زوراۋانلىق,22-قايغۇ,27-ئاجىز,37-سەت:18.37968032458277
21544-گەپنى قىلغان:6-قالايمىقان,27-ئاجىز:14.981890369377272
21590-ئىش با:22-قايغۇ,28-خاتالىق,37-سەت:5.46034986112595
21606-گەپ قىلىشنى:37-سەت:2.957548060979208
21685-ئايان بو:28-خاتالىق:3.852240316884582
21743-ۋاپات بولغان:27-ئاجىز:2.0331984280150954
21754-ھەقىقەتەن زور:18-زوراۋانلىق:9.09569435374886
21776-خاتالىق يوق:28-خاتالىق:7.659595238942186
21842-تەس ئوخشايدۇ:37-سەت:4.372585560258052
21918-كۆپ بولۇپ:37-سەت:0.5652306382004477
21936-تەرەققىياتىغا ئەگىشىپ:37-سەت:2.635619966091846
22036-مەسىلە با:37-سەت:0.050657465370689686
22037-يېرىم مەيدان:37-سەت:3.1501931389216042
22067-يەرگە بېرىپ:2-قوپال:7.983484850162834
22083-غەلبە قىلسىمۇ:20-مەغلۇپ بولۇش,28-خاتالىق:21.25778993322023
22100-قارا كۈنلەر:32-ساختا:8.97370382937025
22101-بېشىغا كەلمىسۇن:27-ئاجىز:8.120661269265435
22146-ئۇزۇن مۇددەت:27-ئاجىز:2.505951425150226
22222-ئىشقا ئورۇنلىشىش:1-بىنورمال:6.740213699150471
22298-مۇمكىن ب:2-قوپال,5-ئازار,8-ئاداۋەت,14-ئاۋارىچىلىق,16-ھالاك بولۇش,18-زوراۋانلىق,37-سەت:25.04662634091561
22308-ئىلاجىمىز يوق:22-قايغۇ:9.300514145637358
22344-يول قويماي:17-قانۇنسىز,37-سەت:6.656595663625454
22357-قان قىلىپ:6-قالايمىقان:7.053874178054232
22378-پۇل خەجلىگەن:37-سەت:4.957548060979208
22440-مۇۋاپىق بولمىغان:37-سەت:4.372585560258052
22540-ئىش بوپتۇ:17-قانۇنسىز,37-سەت:5.228346052919759
22541-قوبۇل قىلىش:28-خاتالىق,37-سەت:1.0699274197270054
22570-مۇۋاپىق بولغان:15-ھادىسە:9.935229681555613
22661-گەپ بوپتۇ:37-سەت:1.6356199660918458
22700-يولغا سالغىلى:37-سەت:4.957548060979208
22723-يامان تەرپى:28-خاتالىق:7.659595238942186
22730-خاتا تونۇپ:29-زەربە:8.84925645844576
22771-ئۇششاق گەپلەر:5-ئازار:10.885476646358514
22775-ئېسىمگە كەپ:6-قالايمىقان,37-سەت:7.204067316975838
22825-ئۇقۇم خاتالىقى:28-خاتالىق:7.659595238942186
22848-ئىشەنچ قىلالماي:32-ساختا:8.388741328649093
22895-زىيان بولىدۇ:6-قالايمىقان:8.861229100111837
22917-دەل جايىدا:29-زەربە:9.84925645844576
22950-تۆگە ئەمەس:37-سەت:5.957548060979208
22978-خەۋىرى يوق:37-سەت:2.2571083428381162
23014-مەغلۇپ بولدى:28-خاتالىق:3.4116677254986003
23065-ئىشنى قىلمايمەن:6-قالايمىقان,37-سەت:9.648852159648731
23218-تېخىمۇ ئېغىر:18-زوراۋانلىق:8.09569435374886
23267-ئىشلارمۇ بار:28-خاتالىق:5.489670237499874
23292-ا دەپ:5-ئازار,6-قالايمىقان,7-ئەلەم,22-قايغۇ,23-غەيرى,27-ئاجىز,28-خاتالىق,32-ساختا,37-سەت:5.304536390954271
23294-خېلى با:28-خاتالىق:2.3741930200799377
23365-بەكلا خاتا:28-خاتالىق:7.659595238942186
23366-خاتا گەپ:6-قالايمىقان,27-ئاجىز:12.338034179602545
23388-مۇسابىقە باشلانغاندا:37-سەت:5.957548060979208
23392-كاپالەتلىك قىلىش:28-خاتالىق,37-سەت:5.027180118141871
23405-خىلى بار:37-سەت:2.957548060979208
23427-قۇرۇق قول:2-قوپال,23-غەيرى:13.478586051476773
23448-چ چ:37-سەت:0.8968521292916541
23450-چاتاق يوق:37-سەت:1.099567065851636
23468-تالاش تارتىش:6-قالايمىقان,14-ئاۋارىچىلىق,28-خاتالىق:12.040419955408874
23470-مەسىلە ئەمەس:2-قوپال,5-ئازار,28-خاتالىق:17.977809950080292
23475-ئىش دەپ:37-سەت:4.083078943063067
23483-ساختا مەھسۇلات:32-ساختا:9.97370382937025
23519-قايغۇلۇق ئىش:22-قايغۇ:9.300514145637358
23576-ياشتىن ئاشقان:37-سەت:1.8700852197288689
23588-ئاممىۋى سورۇن:6-قالايمىقان:5.053874178054233
23618-خەۋىرىنى ئاڭلاپ:22-قايغۇ:7.300514145637358
23632-مەغلۇب بولۇش:20-مەغلۇپ بولۇش,28-خاتالىق:18.08786493177792
23659-خېلى بوپ:37-سەت:1.787623059536896
23664-بىكەت بار:6-قالايمىقان:8.861229100111837
23680-ئىشنى كۆرۈڭ:33-تېتىقسىز:7.510731853027703
23699-كۆپ ئىدى:28-خاتالىق:3.9591555208010942
